client_id,command,Hash value,Duration of Time,Timestamp,Duration of Time(sec)
yeongbin_us,head -c 1024 < /dev/urandom > test_file1,,0:00:00.014121,1674119007.347031,0.014121
yeongbin_us,ipfs add test_file1,QmS7m23E7XSewG8tqWVQ474nA5MrpnSzo6yjYVZoTo3gMY,0:00:00.146699,1674119008.811576,0.146699
byungkeun_kr,ipfs cat QmS7m23E7XSewG8tqWVQ474nA5MrpnSzo6yjYVZoTo3gMY > read_file1,,0:00:00.513362,1674119010.735998,0.513362
taekyung_kr,ipfs cat QmS7m23E7XSewG8tqWVQ474nA5MrpnSzo6yjYVZoTo3gMY > read_file1,,0:00:00.339658,1674119014.050376,0.339658
yeongbin_kr,ipfs cat QmS7m23E7XSewG8tqWVQ474nA5MrpnSzo6yjYVZoTo3gMY > read_file1,,0:00:00.193154,1674119015.922002,0.193154
byungkeun_us,ipfs cat QmS7m23E7XSewG8tqWVQ474nA5MrpnSzo6yjYVZoTo3gMY > read_file1,,0:00:00.255305,1674119017.586228,0.255305
yeongbin_us,head -c 1024 < /dev/urandom > test_file2,,0:00:00.012822,1674119018.937077,0.012822
yeongbin_us,ipfs add test_file2,QmbqcCF8wS35KDigPAqz3Zbev5YkNTBohNR4jqzAU8zZA7,0:00:00.153537,1674119020.453566,0.153537
byungkeun_kr,ipfs cat QmbqcCF8wS35KDigPAqz3Zbev5YkNTBohNR4jqzAU8zZA7 > read_file2,,0:00:00.474005,1674119022.301268,0.474005
taekyung_kr,ipfs cat QmbqcCF8wS35KDigPAqz3Zbev5YkNTBohNR4jqzAU8zZA7 > read_file2,,0:00:00.336320,1674119025.552709,0.33632
yeongbin_kr,ipfs cat QmbqcCF8wS35KDigPAqz3Zbev5YkNTBohNR4jqzAU8zZA7 > read_file2,,0:00:00.135639,1674119027.367424,0.135639
byungkeun_us,ipfs cat QmbqcCF8wS35KDigPAqz3Zbev5YkNTBohNR4jqzAU8zZA7 > read_file2,,0:00:00.205413,1674119029.0254,0.205413
yeongbin_us,head -c 5120 < /dev/urandom > test_file3,,0:00:00.012986,1674119030.375018,0.012986
yeongbin_us,ipfs add test_file3,QmUCgvTBdBcHMTL8zdr1vJr8iDbgcEY71EJqhX6evMDKNJ,0:00:00.140807,1674119031.865863,0.140807
byungkeun_kr,ipfs cat QmUCgvTBdBcHMTL8zdr1vJr8iDbgcEY71EJqhX6evMDKNJ > read_file3,,0:00:00.486413,1674119033.777403,0.486413
