client_id,command,Hash value,Duration of Time,Timestamp,Duration of Time(sec)
yeongbin_us,head -c 1024 < /dev/urandom > test_file1,,0:00:00.011552,1674053808.837593,0.011552
yeongbin_us,ipfs add test_file1,QmRtQjhuZNbhpSmXNqioTBezF9naQzJMexcE3t3L6NA3Yd,0:00:00.154796,1674053810.312423,0.154796
taekyung_kr,ipfs cat QmRtQjhuZNbhpSmXNqioTBezF9naQzJMexcE3t3L6NA3Yd > read_file1,,0:00:00.622779,1674053813.843361,0.622779
yeongbin_kr,ipfs cat QmRtQjhuZNbhpSmXNqioTBezF9naQzJMexcE3t3L6NA3Yd > read_file1,,0:00:00.144950,1674053815.627169,0.14495
byungkeun_us,ipfs cat QmRtQjhuZNbhpSmXNqioTBezF9naQzJMexcE3t3L6NA3Yd > read_file1,,0:00:00.209635,1674053817.297627,0.209635
byungkeun_kr,ipfs cat QmRtQjhuZNbhpSmXNqioTBezF9naQzJMexcE3t3L6NA3Yd > read_file1,,0:00:00.224924,1674053818.904524,0.224924
yeongbin_us,head -c 1024 < /dev/urandom > test_file2,,0:00:00.011709,1674053820.273462,0.011709
yeongbin_us,ipfs add test_file2,QmdCkKg452yjAavWdJWzdZjsCgjsxifrUeiZXLtRJMsDEy,0:00:00.140676,1674053821.711549,0.140676
taekyung_kr,ipfs cat QmdCkKg452yjAavWdJWzdZjsCgjsxifrUeiZXLtRJMsDEy > read_file2,,0:00:00.608767,1674053825.249451,0.608767
yeongbin_kr,ipfs cat QmdCkKg452yjAavWdJWzdZjsCgjsxifrUeiZXLtRJMsDEy > read_file2,,0:00:00.139086,1674053827.018956,0.139086
byungkeun_us,ipfs cat QmdCkKg452yjAavWdJWzdZjsCgjsxifrUeiZXLtRJMsDEy > read_file2,,0:00:00.215636,1674053828.632596,0.215636
byungkeun_kr,ipfs cat QmdCkKg452yjAavWdJWzdZjsCgjsxifrUeiZXLtRJMsDEy > read_file2,,0:00:00.230599,1674053830.255149,0.230599
yeongbin_us,head -c 5120 < /dev/urandom > test_file3,,0:00:00.011953,1674053831.674738,0.011953
yeongbin_us,ipfs add test_file3,QmSZKv9XW89QhkXxSwwiX7V5fxQX4tdvc4nxQmMX6F2tci,0:00:00.131791,1674053833.159882,0.131791
taekyung_kr,ipfs cat QmSZKv9XW89QhkXxSwwiX7V5fxQX4tdvc4nxQmMX6F2tci > read_file3,,0:00:00.595470,1674053836.637586,0.59547
yeongbin_kr,ipfs cat QmSZKv9XW89QhkXxSwwiX7V5fxQX4tdvc4nxQmMX6F2tci > read_file3,,0:00:00.307878,1674053838.587871,0.307878
byungkeun_us,ipfs cat QmSZKv9XW89QhkXxSwwiX7V5fxQX4tdvc4nxQmMX6F2tci > read_file3,,0:00:00.216897,1674053840.265798,0.216897
byungkeun_kr,ipfs cat QmSZKv9XW89QhkXxSwwiX7V5fxQX4tdvc4nxQmMX6F2tci > read_file3,,0:00:00.256987,1674053841.931962,0.256987
yeongbin_us,head -c 5120 < /dev/urandom > test_file4,,0:00:00.011769,1674053843.33145,0.011769
yeongbin_us,ipfs add test_file4,QmYtuM4zTrWADPdsLwuhNzQzXvHdhtAwYx9wXBMzMuG45f,0:00:00.140885,1674053844.802177,0.140885
taekyung_kr,ipfs cat QmYtuM4zTrWADPdsLwuhNzQzXvHdhtAwYx9wXBMzMuG45f > read_file4,,0:00:00.579568,1674053848.337136,0.579568
