client_id,command,Hash value,Duration of Time,Timestamp,Duration of Time(sec)
yeongbin_us,head -c 10000000 < /dev/urandom > test_file1,,0:00:00.392459,1677740961.503417,0.392459
yeongbin_us,ipfs add test_file1,QmckDkBA7uQpTr1WT4Fu7ryMUMqU1JFgciCikgcqv3SCBX,0:00:00.854233,1677740963.70152,0.854233
byungkeun_kr,ipfs cat QmckDkBA7uQpTr1WT4Fu7ryMUMqU1JFgciCikgcqv3SCBX > read_file1,,0:00:20.438914,1677740985.850142,20.438914
yeongbin_kr,ipfs cat QmckDkBA7uQpTr1WT4Fu7ryMUMqU1JFgciCikgcqv3SCBX > read_file1,,0:00:03.601119,1677740990.485407,3.601119
yeongbin_us,head -c 10000000 < /dev/urandom > test_file2,,0:00:00.398001,1677740993.409591,0.398001
yeongbin_us,ipfs add test_file2,QmWw4gvxj1GiW8K1Ru5MjQQ3cyuZ33wvL3dj1oJdfkc6At,0:00:01.669424,1677740996.421306,1.669424
taekyung_kr,ipfs cat QmWw4gvxj1GiW8K1Ru5MjQQ3cyuZ33wvL3dj1oJdfkc6At > read_file2,,0:00:18.401869,1677741017.888381,18.401869
yeongbin_kr,ipfs cat QmWw4gvxj1GiW8K1Ru5MjQQ3cyuZ33wvL3dj1oJdfkc6At > read_file2,,0:00:04.927962,1677741023.937426,4.927962
yeongbin_us,head -c 10000000 < /dev/urandom > test_file3,,0:00:00.391699,1677741025.70585,0.391699
yeongbin_us,ipfs add test_file3,QmQbKjuurxBP5npv7w6kpVTfaLvY1u6AibNHNRQzxxcBZ3,0:00:01.669923,1677741029.053233,1.669923
byungkil_kr,ipfs cat QmQbKjuurxBP5npv7w6kpVTfaLvY1u6AibNHNRQzxxcBZ3 > read_file3,,0:00:24.995318,1677741055.477248,24.995318
yeongbin_kr,ipfs cat QmQbKjuurxBP5npv7w6kpVTfaLvY1u6AibNHNRQzxxcBZ3 > read_file3,,0:00:02.900824,1677741059.587659,2.900824
yeongbin_us,head -c 10000000 < /dev/urandom > test_file4,,0:00:00.393104,1677741061.337502,0.393104
yeongbin_us,ipfs add test_file4,QmYuXHjmwcUkgZJrBUd6Hc571EUKAyJfBazAsPbXUcTLyA,0:00:00.855639,1677741063.520552,0.855639
byungkeun_kr,ipfs cat QmYuXHjmwcUkgZJrBUd6Hc571EUKAyJfBazAsPbXUcTLyA > read_file4,,0:00:20.302319,1677741085.328367,20.302319
yeongbin_kr,ipfs cat QmYuXHjmwcUkgZJrBUd6Hc571EUKAyJfBazAsPbXUcTLyA > read_file4,,0:00:03.177628,1677741089.492644,3.177628
yeongbin_us,head -c 10000000 < /dev/urandom > test_file5,,0:00:00.391366,1677741091.239845,0.391366
yeongbin_us,ipfs add test_file5,QmVVjMLAiqg9kmzpMSk5KwbEYVyNNtLCLpH17FWgvL9tPy,0:00:00.868249,1677741093.506806,0.868249
taekyung_kr,ipfs cat QmVVjMLAiqg9kmzpMSk5KwbEYVyNNtLCLpH17FWgvL9tPy > read_file5,,0:00:15.601816,1677741112.044129,15.601816
yeongbin_kr,ipfs cat QmVVjMLAiqg9kmzpMSk5KwbEYVyNNtLCLpH17FWgvL9tPy > read_file5,,0:00:03.033777,1677741116.335471,3.033777
yeongbin_us,head -c 10000000 < /dev/urandom > test_file6,,0:00:00.391077,1677741118.123382,0.391077
yeongbin_us,ipfs add test_file6,QmW6WkTMnZZBGVAY3e6BkXuxCPuLjCendrrPVxsM45TwKV,0:00:00.978595,1677741120.429548,0.978595
byungkil_kr,ipfs cat QmW6WkTMnZZBGVAY3e6BkXuxCPuLjCendrrPVxsM45TwKV > read_file6,,0:00:17.408023,1677741139.209592,17.408023
yeongbin_kr,ipfs cat QmW6WkTMnZZBGVAY3e6BkXuxCPuLjCendrrPVxsM45TwKV > read_file6,,0:00:02.740621,1677741142.987131,2.740621
yeongbin_us,head -c 10000000 < /dev/urandom > test_file7,,0:00:00.390937,1677741144.7406,0.390937
yeongbin_us,ipfs add test_file7,QmbSw5ASVXgwKMw5LJNoAWbkZ58W6G1Za2ZcnUamiNSURu,0:00:01.703200,1677741147.845817,1.7032
byungkeun_kr,ipfs cat QmbSw5ASVXgwKMw5LJNoAWbkZ58W6G1Za2ZcnUamiNSURu > read_file7,,0:00:15.677824,1677741165.009202,15.677824
yeongbin_kr,ipfs cat QmbSw5ASVXgwKMw5LJNoAWbkZ58W6G1Za2ZcnUamiNSURu > read_file7,,0:00:02.544134,1677741168.469606,2.544134
yeongbin_us,head -c 10000000 < /dev/urandom > test_file8,,0:00:00.392047,1677741170.245839,0.392047
yeongbin_us,ipfs add test_file8,QmYbtoCzPzFH5MjyBcAsXpBnqs7yxoTm98qPRkBSEjjDLY,0:00:00.894868,1677741172.499662,0.894868
taekyung_kr,ipfs cat QmYbtoCzPzFH5MjyBcAsXpBnqs7yxoTm98qPRkBSEjjDLY > read_file8,,0:00:21.062383,1677741196.565832,21.062383
yeongbin_kr,ipfs cat QmYbtoCzPzFH5MjyBcAsXpBnqs7yxoTm98qPRkBSEjjDLY > read_file8,,0:00:04.355808,1677741202.167966,4.355808
yeongbin_us,head -c 10000000 < /dev/urandom > test_file9,,0:00:00.389724,1677741203.906379,0.389724
yeongbin_us,ipfs add test_file9,QmTQiYqK3wWgXcTwspZWGkxwyPfY3BLjAu6Ak5JPiyZX6Y,0:00:00.810481,1677741206.262749,0.810481
byungkil_kr,ipfs cat QmTQiYqK3wWgXcTwspZWGkxwyPfY3BLjAu6Ak5JPiyZX6Y > read_file9,,0:00:23.512381,1677741231.211963,23.512381
yeongbin_kr,ipfs cat QmTQiYqK3wWgXcTwspZWGkxwyPfY3BLjAu6Ak5JPiyZX6Y > read_file9,,0:00:03.056941,1677741235.209866,3.056941
yeongbin_us,head -c 10000000 < /dev/urandom > test_file10,,0:00:00.393133,1677741236.943426,0.393133
yeongbin_us,ipfs add test_file10,QmaT8cMCj3G9b5YDcS36trxWWTqY1rhBZUPgCmYBXTgeWm,0:00:00.796895,1677741239.108873,0.796895
byungkeun_kr,ipfs cat QmaT8cMCj3G9b5YDcS36trxWWTqY1rhBZUPgCmYBXTgeWm > read_file10,,0:00:20.073438,1677741260.644478,20.073438
yeongbin_kr,ipfs cat QmaT8cMCj3G9b5YDcS36trxWWTqY1rhBZUPgCmYBXTgeWm > read_file10,,0:00:03.780595,1677741265.290623,3.780595
yeongbin_us,head -c 10000000 < /dev/urandom > test_file11,,0:00:00.712287,1677741267.712816,0.712287
yeongbin_us,ipfs add test_file11,QmUAkC65rRqAQY8sCkMs6gXxvNtnGCzsM8eq3JiCqFK2JH,0:00:00.857528,1677741269.988492,0.857528
taekyung_kr,ipfs cat QmUAkC65rRqAQY8sCkMs6gXxvNtnGCzsM8eq3JiCqFK2JH > read_file11,,0:00:17.289122,1677741290.388868,17.289122
yeongbin_kr,ipfs cat QmUAkC65rRqAQY8sCkMs6gXxvNtnGCzsM8eq3JiCqFK2JH > read_file11,,0:00:02.580332,1677741294.059363,2.580332
yeongbin_us,head -c 10000000 < /dev/urandom > test_file12,,0:00:00.989128,1677741296.502396,0.989128
yeongbin_us,ipfs add test_file12,QmdoDnCwLkJ1t5uybLZZ4THhHzKCbGZngbrrv5BiedTcr6,0:00:00.934825,1677741298.78353,0.934825
byungkil_kr,ipfs cat QmdoDnCwLkJ1t5uybLZZ4THhHzKCbGZngbrrv5BiedTcr6 > read_file12,,0:00:16.157179,1677741316.358266,16.157179
yeongbin_kr,ipfs cat QmdoDnCwLkJ1t5uybLZZ4THhHzKCbGZngbrrv5BiedTcr6 > read_file12,,0:00:02.690595,1677741320.060143,2.690595
yeongbin_us,head -c 10000000 < /dev/urandom > test_file13,,0:00:00.390072,1677741321.942789,0.390072
yeongbin_us,ipfs add test_file13,QmckDR56SD5z2aejivNyeBRF6Us5QebVFEdKUS58dAsi3u,0:00:00.869341,1677741324.119634,0.869341
byungkeun_kr,ipfs cat QmckDR56SD5z2aejivNyeBRF6Us5QebVFEdKUS58dAsi3u > read_file13,,0:00:19.196214,1677741344.822318,19.196214
yeongbin_kr,ipfs cat QmckDR56SD5z2aejivNyeBRF6Us5QebVFEdKUS58dAsi3u > read_file13,,0:00:02.747593,1677741348.632913,2.747593
yeongbin_us,head -c 10000000 < /dev/urandom > test_file14,,0:00:00.391177,1677741350.411733,0.391177
yeongbin_us,ipfs add test_file14,QmP47SQBbsCZ8bzFY5PMKzrcnzAZATMgWV3CLomYikDU8G,0:00:00.836193,1677741352.659893,0.836193
taekyung_kr,ipfs cat QmP47SQBbsCZ8bzFY5PMKzrcnzAZATMgWV3CLomYikDU8G > read_file14,,0:00:16.034977,1677741371.613246,16.034977
yeongbin_kr,ipfs cat QmP47SQBbsCZ8bzFY5PMKzrcnzAZATMgWV3CLomYikDU8G > read_file14,,0:00:02.781322,1677741375.52207,2.781322
yeongbin_us,head -c 10000000 < /dev/urandom > test_file15,,0:00:00.390007,1677741377.303428,0.390007
yeongbin_us,ipfs add test_file15,QmRZGtL6eaENcHP3zusqvQY9FVmdgxVUpSRAUMA73nHTVF,0:00:00.861123,1677741379.520845,0.861123
byungkil_kr,ipfs cat QmRZGtL6eaENcHP3zusqvQY9FVmdgxVUpSRAUMA73nHTVF > read_file15,,0:00:15.899214,1677741396.792208,15.899214
yeongbin_kr,ipfs cat QmRZGtL6eaENcHP3zusqvQY9FVmdgxVUpSRAUMA73nHTVF > read_file15,,0:00:02.458528,1677741400.19721,2.458528
