client_id,command,Hash value,Duration of Time,Timestamp,Duration of Time(sec)
byungkeun_us,head -c 10000000 < /dev/urandom > test_file1,,0:00:00.375777,1674907500.503622,0.375777
byungkeun_us,ipfs add test_file1,QmcThDWgBjnFBQYhdF6A864rNGThDgT5f7EcUEqPReigEX,0:00:01.034195,1674907502.900895,1.034195
taekyung_kr,ipfs cat QmcThDWgBjnFBQYhdF6A864rNGThDgT5f7EcUEqPReigEX > read_file1,,0:00:10.229473,1674907516.054147,10.229473
byungkeun_kr,ipfs cat QmcThDWgBjnFBQYhdF6A864rNGThDgT5f7EcUEqPReigEX > read_file1,,0:00:03.818188,1674907521.604636,3.818188
yeongbin_us,ipfs cat QmcThDWgBjnFBQYhdF6A864rNGThDgT5f7EcUEqPReigEX > read_file1,,0:00:08.019355,1674907531.166533,8.019355
byungkil_kr,ipfs cat QmcThDWgBjnFBQYhdF6A864rNGThDgT5f7EcUEqPReigEX > read_file1,,0:00:05.262956,1674907537.86799,5.262956
yeongbin_kr,ipfs cat QmcThDWgBjnFBQYhdF6A864rNGThDgT5f7EcUEqPReigEX > read_file1,,0:00:02.441545,1674907541.411433,2.441545
byungkeun_us,head -c 10000000 < /dev/urandom > test_file2,,0:00:00.385518,1674907543.309832,0.385518
byungkeun_us,ipfs add test_file2,QmW41QbFwoBKFCCYoBqhB4T27jSnSRFdTRcUZb12hho3WX,0:00:02.753817,1674907547.381844,2.753817
taekyung_kr,ipfs cat QmW41QbFwoBKFCCYoBqhB4T27jSnSRFdTRcUZb12hho3WX > read_file2,,0:00:09.036299,1674907559.453301,9.036299
byungkeun_kr,ipfs cat QmW41QbFwoBKFCCYoBqhB4T27jSnSRFdTRcUZb12hho3WX > read_file2,,0:00:03.663108,1674907564.86085,3.663108
byungkil_kr,ipfs cat QmW41QbFwoBKFCCYoBqhB4T27jSnSRFdTRcUZb12hho3WX > read_file2,,0:00:02.904493,1674907569.308363,2.904493
yeongbin_us,ipfs cat QmW41QbFwoBKFCCYoBqhB4T27jSnSRFdTRcUZb12hho3WX > read_file2,,0:00:07.510922,1674907578.339706,7.510922
yeongbin_kr,ipfs cat QmW41QbFwoBKFCCYoBqhB4T27jSnSRFdTRcUZb12hho3WX > read_file2,,0:00:02.391693,1674907581.937633,2.391693
byungkeun_us,head -c 10000000 < /dev/urandom > test_file3,,0:00:00.373649,1674907583.9068,0.373649
byungkeun_us,ipfs add test_file3,Qmctvp9wVoLcymKdNLoNDKRy5jwRYqxWYc4LfsdPtwRTGA,0:00:01.828589,1674907587.040252,1.828589
taekyung_kr,ipfs cat Qmctvp9wVoLcymKdNLoNDKRy5jwRYqxWYc4LfsdPtwRTGA > read_file3,,0:00:09.677549,1674907599.690193,9.677549
yeongbin_us,ipfs cat Qmctvp9wVoLcymKdNLoNDKRy5jwRYqxWYc4LfsdPtwRTGA > read_file3,,0:00:08.931496,1674907610.299152,8.931496
byungkeun_kr,ipfs cat Qmctvp9wVoLcymKdNLoNDKRy5jwRYqxWYc4LfsdPtwRTGA > read_file3,,0:00:03.532262,1674907615.324387,3.532262
byungkil_kr,ipfs cat Qmctvp9wVoLcymKdNLoNDKRy5jwRYqxWYc4LfsdPtwRTGA > read_file3,,0:00:02.659807,1674907619.443745,2.659807
yeongbin_kr,ipfs cat Qmctvp9wVoLcymKdNLoNDKRy5jwRYqxWYc4LfsdPtwRTGA > read_file3,,0:00:02.536741,1674907623.145583,2.536741
byungkeun_us,head -c 10000000 < /dev/urandom > test_file4,,0:00:00.372713,1674907624.99602,0.372713
byungkeun_us,ipfs add test_file4,Qmb8a2eum1wmb73KWbw5RZYnYBzhV2HmtuSnWhw6pZPj1d,0:00:10.642503,1674907637.001864,10.642503
taekyung_kr,ipfs cat Qmb8a2eum1wmb73KWbw5RZYnYBzhV2HmtuSnWhw6pZPj1d > read_file4,,0:00:09.333170,1674907649.34223,9.33317
yeongbin_us,ipfs cat Qmb8a2eum1wmb73KWbw5RZYnYBzhV2HmtuSnWhw6pZPj1d > read_file4,,0:00:08.171890,1674907659.305459,8.17189
byungkil_kr,ipfs cat Qmb8a2eum1wmb73KWbw5RZYnYBzhV2HmtuSnWhw6pZPj1d > read_file4,,0:00:04.023568,1674907664.840838,4.023568
byungkeun_kr,ipfs cat Qmb8a2eum1wmb73KWbw5RZYnYBzhV2HmtuSnWhw6pZPj1d > read_file4,,0:00:05.809128,1674907672.186518,5.809128
yeongbin_kr,ipfs cat Qmb8a2eum1wmb73KWbw5RZYnYBzhV2HmtuSnWhw6pZPj1d > read_file4,,0:00:02.762023,1674907676.003409,2.762023
byungkeun_us,head -c 10000000 < /dev/urandom > test_file5,,0:00:00.371702,1674907677.790396,0.371702
byungkeun_us,ipfs add test_file5,QmQt8ft7fKKaerxnUTi1jJyfay3bvMzDuqaTxUzFvvEwPg,0:00:01.707276,1674907680.868174,1.707276
taekyung_kr,ipfs cat QmQt8ft7fKKaerxnUTi1jJyfay3bvMzDuqaTxUzFvvEwPg > read_file5,,0:00:09.036399,1674907692.869304,9.036399
