client_id,command,Hash value,Duration of Time,Timestamp,Duration of Time(sec)
yeongbin_us,head -c 10000000 < /dev/urandom > test_file1,,0:00:00.374433,1677901838.323542,0.374433
yeongbin_us,ipfs add test_file1,QmS6H93wX374CoGyUES8WEciy8qtUrJPwSRqGK84p2DF7s,0:00:00.847373,1677901840.526677,0.847373
byungkeun_us,ipfs cat QmS6H93wX374CoGyUES8WEciy8qtUrJPwSRqGK84p2DF7s > read_file1,,0:00:20.511451,1677901863.162904,20.511451
taekyung_kr,ipfs cat QmS6H93wX374CoGyUES8WEciy8qtUrJPwSRqGK84p2DF7s > read_file1,,0:00:22.464017,1677901888.690494,22.464017
byungkil_kr,ipfs cat QmS6H93wX374CoGyUES8WEciy8qtUrJPwSRqGK84p2DF7s > read_file1,,0:00:03.431125,1677901893.792809,3.431125
byungkeun_kr,ipfs cat QmS6H93wX374CoGyUES8WEciy8qtUrJPwSRqGK84p2DF7s > read_file1,,0:00:09.660725,1677901904.960625,9.660725
yeongbin_kr,ipfs cat QmS6H93wX374CoGyUES8WEciy8qtUrJPwSRqGK84p2DF7s > read_file1,,0:00:03.678759,1677901909.553401,3.678759
yeongbin_us,head -c 10000000 < /dev/urandom > test_file2,,0:00:00.374862,1677901911.357599,0.374862
yeongbin_us,ipfs add test_file2,Qmb5mP8ZEYxneCDyxZKzxq3xXU9SaQS4oraFvNUdZay4Jv,0:00:00.838714,1677901913.524797,0.838714
byungkeun_us,ipfs cat Qmb5mP8ZEYxneCDyxZKzxq3xXU9SaQS4oraFvNUdZay4Jv > read_file2,,0:00:21.918243,1677901937.567479,21.918243
taekyung_kr,ipfs cat Qmb5mP8ZEYxneCDyxZKzxq3xXU9SaQS4oraFvNUdZay4Jv > read_file2,,0:00:20.493607,1677901961.225111,20.493607
byungkeun_kr,ipfs cat Qmb5mP8ZEYxneCDyxZKzxq3xXU9SaQS4oraFvNUdZay4Jv > read_file2,,0:00:08.937846,1677901971.867694,8.937846
byungkil_kr,ipfs cat Qmb5mP8ZEYxneCDyxZKzxq3xXU9SaQS4oraFvNUdZay4Jv > read_file2,,0:00:11.348701,1677901984.651671,11.348701
yeongbin_kr,ipfs cat Qmb5mP8ZEYxneCDyxZKzxq3xXU9SaQS4oraFvNUdZay4Jv > read_file2,,0:00:03.259147,1677901988.887581,3.259147
yeongbin_us,head -c 10000000 < /dev/urandom > test_file3,,0:00:00.382151,1677901990.720453,0.382151
yeongbin_us,ipfs add test_file3,QmcY3qcHParngS4XcHi6qVpa7KmihDQWrN9r7rWPfKqUEh,0:00:00.837781,1677901992.908351,0.837781
byungkeun_us,ipfs cat QmcY3qcHParngS4XcHi6qVpa7KmihDQWrN9r7rWPfKqUEh > read_file3,,0:00:16.196632,1677902011.260774,16.196632
byungkil_kr,ipfs cat QmcY3qcHParngS4XcHi6qVpa7KmihDQWrN9r7rWPfKqUEh > read_file3,,0:00:17.950427,1677902030.762441,17.950427
taekyung_kr,ipfs cat QmcY3qcHParngS4XcHi6qVpa7KmihDQWrN9r7rWPfKqUEh > read_file3,,0:00:07.629950,1677902041.369193,7.62995
byungkeun_kr,ipfs cat QmcY3qcHParngS4XcHi6qVpa7KmihDQWrN9r7rWPfKqUEh > read_file3,,0:00:06.735721,1677902049.761567,6.735721
yeongbin_kr,ipfs cat QmcY3qcHParngS4XcHi6qVpa7KmihDQWrN9r7rWPfKqUEh > read_file3,,0:00:02.521211,1677902053.224578,2.521211
yeongbin_us,head -c 10000000 < /dev/urandom > test_file4,,0:00:00.376222,1677902055.052047,0.376222
yeongbin_us,ipfs add test_file4,QmT8Gy5Y9BfQfVi5hhbuc2pD9QxzinPb6kfw67QD1H1JrP,0:00:00.867524,1677902057.24272,0.867524
byungkeun_us,ipfs cat QmT8Gy5Y9BfQfVi5hhbuc2pD9QxzinPb6kfw67QD1H1JrP > read_file4,,0:00:16.345391,1677902075.700224,16.345391
byungkil_kr,ipfs cat QmT8Gy5Y9BfQfVi5hhbuc2pD9QxzinPb6kfw67QD1H1JrP > read_file4,,0:00:15.496940,1677902092.741015,15.49694
byungkeun_kr,ipfs cat QmT8Gy5Y9BfQfVi5hhbuc2pD9QxzinPb6kfw67QD1H1JrP > read_file4,,0:00:08.383830,1677902102.726726,8.38383
