client_id,command,Hash value,Duration of Time,Timestamp,Duration of Time(sec)
yeongbin_us,head -c 1024 < /dev/urandom > test_file1,,0:00:00.013077,1674035939.471198,0.013077
yeongbin_us,ipfs add test_file1,QmetDhXhsa7JkA15FAG3oxidFKZv3GWDWPW4Ft8oV9Heo1,0:00:00.211036,1674035941.068843,0.211036
taekyung_kr,ipfs cat QmetDhXhsa7JkA15FAG3oxidFKZv3GWDWPW4Ft8oV9Heo1 > read_file1,,0:00:00.636865,1674035944.616998,0.636865
yeongbin_kr,ipfs cat QmetDhXhsa7JkA15FAG3oxidFKZv3GWDWPW4Ft8oV9Heo1 > read_file1,,0:00:00.194604,1674035946.543987,0.194604
yeongbin_us,head -c 1024 < /dev/urandom > test_file2,,0:00:00.013070,1674035947.914456,0.01307
yeongbin_us,ipfs add test_file2,QmcAFMGSREbDPsnczYF8kCVhTRsWzhSdAkUfYTBcG7sTz4,0:00:00.191625,1674035949.620607,0.191625
taekyung_kr,ipfs cat QmcAFMGSREbDPsnczYF8kCVhTRsWzhSdAkUfYTBcG7sTz4 > read_file2,,0:00:00.583956,1674035953.185426,0.583956
yeongbin_kr,ipfs cat QmcAFMGSREbDPsnczYF8kCVhTRsWzhSdAkUfYTBcG7sTz4 > read_file2,,0:00:00.188988,1674035955.077518,0.188988
yeongbin_us,head -c 5120 < /dev/urandom > test_file3,,0:00:00.013096,1674035956.46788,0.013096
yeongbin_us,ipfs add test_file3,QmcmYV4njKhNDucA5WmHniGkHCDUf5mo8mjKs8WgvkUswY,0:00:00.179748,1674035958.040189,0.179748
taekyung_kr,ipfs cat QmcmYV4njKhNDucA5WmHniGkHCDUf5mo8mjKs8WgvkUswY > read_file3,,0:00:00.711341,1674035961.723122,0.711341
yeongbin_kr,ipfs cat QmcmYV4njKhNDucA5WmHniGkHCDUf5mo8mjKs8WgvkUswY > read_file3,,0:00:00.185619,1674035963.670801,0.185619
yeongbin_us,head -c 5120 < /dev/urandom > test_file4,,0:00:00.016566,1674035965.071668,0.016566
yeongbin_us,ipfs add test_file4,QmQgv26Z537UUTWkrMMs3h5WQcVRtDefetKJDBiqcgaz7t,0:00:00.177121,1674035966.640222,0.177121
taekyung_kr,ipfs cat QmQgv26Z537UUTWkrMMs3h5WQcVRtDefetKJDBiqcgaz7t > read_file4,,0:00:00.693513,1674035970.20983,0.693513
yeongbin_kr,ipfs cat QmQgv26Z537UUTWkrMMs3h5WQcVRtDefetKJDBiqcgaz7t > read_file4,,0:00:00.210670,1674035972.15287,0.21067
yeongbin_us,head -c 10240 < /dev/urandom > test_file5,,0:00:00.013457,1674035973.529234,0.013457
yeongbin_us,ipfs add test_file5,QmQ33taSveFsfyoSnWrJZbVYhbN66es2FvKbFt5o2qqkZG,0:00:00.166193,1674035975.074974,0.166193
taekyung_kr,ipfs cat QmQ33taSveFsfyoSnWrJZbVYhbN66es2FvKbFt5o2qqkZG > read_file5,,0:00:00.659390,1674035978.646948,0.65939
yeongbin_kr,ipfs cat QmQ33taSveFsfyoSnWrJZbVYhbN66es2FvKbFt5o2qqkZG > read_file5,,0:00:00.197743,1674035980.583445,0.197743
yeongbin_us,head -c 10240 < /dev/urandom > test_file6,,0:00:00.013321,1674035982.018031,0.013321
yeongbin_us,ipfs add test_file6,QmZ8jnjfmtLXSKTxZwEbRSeqyptQg811QBW1MhTuebhX9A,0:00:00.181797,1674035983.586663,0.181797
taekyung_kr,ipfs cat QmZ8jnjfmtLXSKTxZwEbRSeqyptQg811QBW1MhTuebhX9A > read_file6,,0:00:00.612353,1674035987.113486,0.612353
yeongbin_kr,ipfs cat QmZ8jnjfmtLXSKTxZwEbRSeqyptQg811QBW1MhTuebhX9A > read_file6,,0:00:00.174166,1674035989.040522,0.174166
yeongbin_us,head -c 51200 < /dev/urandom > test_file7,,0:00:00.015009,1674035990.417401,0.015009
yeongbin_us,ipfs add test_file7,QmRH4qFeZADByWw1hHuWuZHiUn7crP6qkuBqC5xJuMhGvS,0:00:00.186495,1674035991.987207,0.186495
taekyung_kr,ipfs cat QmRH4qFeZADByWw1hHuWuZHiUn7crP6qkuBqC5xJuMhGvS > read_file7,,0:00:01.028469,1674035995.916378,1.028469
yeongbin_kr,ipfs cat QmRH4qFeZADByWw1hHuWuZHiUn7crP6qkuBqC5xJuMhGvS > read_file7,,0:00:00.235224,1674035997.884018,0.235224
yeongbin_us,head -c 51200 < /dev/urandom > test_file8,,0:00:00.018385,1674035999.282039,0.018385
yeongbin_us,ipfs add test_file8,QmXu2dAdDr3aozRsopqiPC6koZw1RSQZvX3L56eKkKLeNy,0:00:00.177213,1674036000.837102,0.177213
taekyung_kr,ipfs cat QmXu2dAdDr3aozRsopqiPC6koZw1RSQZvX3L56eKkKLeNy > read_file8,,0:00:00.929990,1674036004.658403,0.92999
yeongbin_kr,ipfs cat QmXu2dAdDr3aozRsopqiPC6koZw1RSQZvX3L56eKkKLeNy > read_file8,,0:00:00.215103,1674036006.605759,0.215103
yeongbin_us,head -c 102400 < /dev/urandom > test_file9,,0:00:00.018931,1674036008.018964,0.018931
